date,id,program
11/6/2024,C3D,Culinary Arts
11/6/2024,B43,Culinary Arts
11/16/2024,S361,Culinary Arts
11/16/2024,S393,Culinary Arts
11/16/2024,S169,Culinary Arts
11/16/2024,S299,Culinary Arts
11/16/2024,S335,Culinary Arts
11/16/2024,S247,Culinary Arts
11/16/2024,S067,Culinary Arts
11/16/2024,S204,Culinary Arts
11/16/2024,S141,Culinary Arts
11/16/2024,S298,Culinary Arts
11/6/2024,B18,Culinary Arts
11/16/2024,S353,Culinary Arts
11/16/2024,S318,Culinary Arts
11/16/2024,S331,Culinary Arts
11/16/2024,S314,Architecture and Engineering Design Technology
11/16/2024,S294,Architecture and Engineering Design Technology
11/16/2024,S282,Architecture and Engineering Design Technology
11/16/2024,S105,Architecture and Engineering Design Technology
11/16/2024,S192,Architecture and Engineering Design Technology
11/16/2024,S132,Architecture and Engineering Design Technology
11/16/2024,S117,Architecture and Engineering Design Technology
11/16/2024,S190,Architecture and Engineering Design Technology
11/16/2024,S238,Architecture and Engineering Design Technology
11/16/2024,S310,Architecture and Engineering Design Technology
11/16/2024,S250,Architecture and Engineering Design Technology
11/16/2024,S043,Architecture and Engineering Design Technology
11/16/2024,S097,Architecture and Engineering Design Technology
11/16/2024,S370,Architecture and Engineering Design Technology
11/16/2024,S383,Architecture and Engineering Design Technology
11/16/2024,S282,Architecture and Engineering Design Technology
11/16/2024,S193,Architecture and Engineering Design Technology
11/6/2024,B34,Architecture and Engineering Design Technology
11/6/2024,B34,Architecture and Engineering Design Technology
11/6/2024,A16,Building Construction Technology
11/6/2024,B1C,Building Construction Technology
11/6/2024,A03,Building Construction Technology
11/6/2024,C0E,Building Construction Technology
11/6/2024,A27,Building Construction Technology
11/6/2024,B0E,Building Construction Technology
11/6/2024,A18,Building Construction Technology
11/6/2024,C16,Building Construction Technology
11/6/2024,B3C,Building Construction Technology
11/6/2024,A0C,Building Construction Technology
11/6/2024,B0C,Building Construction Technology
11/6/2024,B18,Building Construction Technology
11/6/2024,A22,Building Construction Technology
11/6/2024,B09,Building Construction Technology
11/6/2024,C16,Building Construction Technology
11/6/2024,C23,Building Construction Technology
11/6/2024,C1F,Building Construction Technology
11/6/2024,B1D,Building Construction Technology
11/6/2024,A33,Building Construction Technology
11/6/2024,B38,Building Construction Technology
11/6/2024,C36,Building Construction Technology
11/6/2024,B42,Building Construction Technology
11/6/2024,C3E,Building Construction Technology
11/6/2024,A1C,Advanced Manufacturing Technology
11/6/2024,B3C,Advanced Manufacturing Technology
11/6/2024,C32,Advanced Manufacturing Technology
11/6/2024,A32,Advanced Manufacturing Technology
11/6/2024,C3E,Advanced Manufacturing Technology
11/6/2024,B42,Advanced Manufacturing Technology
11/6/2024,A24,Advanced Manufacturing Technology
11/6/2024,B26,Advanced Manufacturing Technology
11/6/2024,C28,Advanced Manufacturing Technology
11/6/2024,N2D,Advanced Manufacturing Technology
11/6/2024,A23,Advanced Manufacturing Technology
11/16/2024,S325,Advanced Manufacturing Technology
11/16/2024,S032,Advanced Manufacturing Technology
11/16/2024,S262,Advanced Manufacturing Technology
11/16/2024,S310,Advanced Manufacturing Technology
11/16/2024,S011,Advanced Manufacturing Technology
11/16/2024,S176,Advanced Manufacturing Technology
11/16/2024,S178,Advanced Manufacturing Technology
11/16/2024,S394,Advanced Manufacturing Technology
11/16/2024,S326,Advanced Manufacturing Technology
11/16/2024,S239,Advanced Manufacturing Technology
11/16/2024,S193,Advanced Manufacturing Technology
11/16/2024,S105,Advanced Manufacturing Technology
11/16/2024,S280,Advanced Manufacturing Technology
11/16/2024,S097,Advanced Manufacturing Technology
11/16/2024,S240,Advanced Manufacturing Technology
11/16/2024,S228,Advanced Manufacturing Technology
11/16/2024,S032,Automotive Service Technology
11/6/2024,A2C,Automotive Service Technology
11/16/2024,S358,Automotive Service Technology
11/16/2024,S175,Automotive Service Technology
11/16/2024,S131,Automotive Service Technology
11/16/2024,S103,Automotive Service Technology
11/6/2024,BT4,Automotive Service Technology
11/16/2024,S386,Automotive Service Technology
11/16/2024,S049,Automotive Service Technology
11/16/2024,S048,Automotive Service Technology
11/16/2024,S056,Automotive Service Technology
11/16/2024,S361,Automotive Service Technology
11/16/2024,S188,Automotive Service Technology
11/16/2024,S081,Automotive Service Technology
11/16/2024,S192,Automotive Service Technology
11/16/2024,S305,Automotive Service Technology
11/6/2024,B2B,Architecture and Engineering Design Technology
11/6/2024,C28,Architecture and Engineering Design Technology
11/6/2024,C20,Architecture and Engineering Design Technology
11/6/2024,B15,Architecture and Engineering Design Technology
11/6/2024,C2D,Architecture and Engineering Design Technology
11/6/2024,B43,Architecture and Engineering Design Technology
11/16/2024,S036,Architecture and Engineering Design Technology
11/16/2024,S383,Architecture and Engineering Design Technology
11/16/2024,S117,Architecture and Engineering Design Technology
11/16/2024,S145,Architecture and Engineering Design Technology
11/16/2024,S145,Architecture and Engineering Design Technology
11/16/2024,S120,Architecture and Engineering Design Technology
11/16/2024,S335,Architecture and Engineering Design Technology
11/16/2024,S105,Architecture and Engineering Design Technology
11/16/2024,S202,Architecture and Engineering Design Technology
11/16/2024,S057,Architecture and Engineering Design Technology
11/16/2024,S132,Architecture and Engineering Design Technology
11/16/2024,S153,Architecture and Engineering Design Technology
11/16/2024,S177,Architecture and Engineering Design Technology
11/16/2024,S189,Architecture and Engineering Design Technology
11/16/2024,S239,Architecture and Engineering Design Technology
11/16/2024,S265,Architecture and Engineering Design Technology
11/16/2024,S367,Architecture and Engineering Design Technology
11/16/2024,S365,Architecture and Engineering Design Technology
11/16/2024,S129,Architecture and Engineering Design Technology
11/16/2024,S178,Architecture and Engineering Design Technology
11/16/2024,S096,HVAC -R and Energy Systems
11/16/2024,S055,HVAC -R and Energy Systems
11/16/2024,S277,HVAC -R and Energy Systems
11/16/2024,S277,HVAC -R and Energy Systems
11/16/2024,S180,HVAC -R and Energy Systems
11/16/2024,S007,HVAC -R and Energy Systems
11/16/2024,S321,HVAC -R and Energy Systems
11/16/2024,S049,HVAC -R and Energy Systems
11/16/2024,S157,HVAC -R and Energy Systems
11/16/2024,S157,HVAC -R and Energy Systems
11/16/2024,S093,HVAC -R and Energy Systems
11/16/2024,S096,HVAC -R and Energy Systems
11/16/2024,S325,HVAC -R and Energy Systems
11/6/2024,B14,HVAC -R and Energy Systems
11/16/2024,S119,HVAC -R and Energy Systems
11/16/2024,S394,HVAC -R and Energy Systems
11/16/2024,S165,HVAC -R and Energy Systems
11/16/2024,S240,HVAC -R and Energy Systems
11/16/2024,S228,HVAC -R and Energy Systems
11/16/2024,S188,HVAC -R and Energy Systems
11/16/2024,445,Culinary Arts
11/16/2024,446,Culinary Arts
11/16/2024,447,Culinary Arts
11/16/2024,448,Culinary Arts
11/16/2024,445,Building Construction Technology
11/16/2024,493,Building Construction Technology
11/16/2024,501,Building Construction Technology
11/16/2024,S006,Building Construction Technology
11/16/2024,488,Building Construction Technology
11/16/2024,474,Building Construction Technology
11/6/2024,485,Cyber Security
11/6/2024,A34,Cyber Security
11/16/2024,447,Cyber Security
11/16/2024,S097,Cyber Security
11/16/2024,490,Electrical Technology
11/16/2024,497,Electrical Technology
11/16/2024,498,Electrical Technology
11/16/2024,486,Electrical Technology
11/16/2024,510,Electrical Technology
11/16/2024,495,Electrical Technology
11/16/2024,475,Electrical Technology
11/16/2024,483,Electrical Technology
11/16/2024,504,Electrical Technology
11/16/2024,502,Electrical Technology
11/16/2024,407,Automotive Service Technology
11/16/2024,471,Automotive Service Technology
11/16/2024,472,Automotive Service Technology
11/16/2024,473,Automotive Service Technology
11/16/2024,474,Automotive Service Technology
11/16/2024,475,Automotive Service Technology
11/16/2024,476,Automotive Service Technology
11/16/2024,477,Automotive Service Technology
11/16/2024,478,Automotive Service Technology
11/16/2024,479,Automotive Service Technology
11/16/2024,480,Automotive Service Technology
11/16/2024,444,Automotive Service Technology
11/16/2024,481,Automotive Service Technology
11/16/2024,482,Automotive Service Technology
11/6/2024,442,Welding Technology
11/6/2024,443,Welding Technology
11/6/2024,444,Welding Technology
11/6/2024,503,Veterinary Science
11/6/2024,504,Veterinary Science
11/6/2024,C22,Veterinary Science
11/6/2024,C0A,Veterinary Science
11/6/2024,B23,Veterinary Science
11/6/2024,B26,Veterinary Science
11/6/2024,B41,Veterinary Science
11/6/2024,C2D,Veterinary Science
11/6/2024,A1A,Veterinary Science
11/6/2024,A39,Veterinary Science
11/16/2024,S104,Veterinary Science
11/16/2024,455,Veterinary Science
11/16/2024,S311,Veterinary Science
11/16/2024,S251,Veterinary Science
11/16/2024,S073,Veterinary Science
11/16/2024,S298,Veterinary Science
11/16/2024,S355,Veterinary Science
11/16/2024,S216,Veterinary Science
11/6/2024,506,Architecture and Engineering Design Technology
11/16/2024,443,Architecture and Engineering Design Technology
11/16/2024,484,Architecture and Engineering Design Technology
11/6/2024,507,Architecture and Engineering Design Technology
11/6/2024,508,Architecture and Engineering Design Technology
11/16/2024,469,Architecture and Engineering Design Technology
11/16/2024,496,Architecture and Engineering Design Technology
11/16/2024,510,Architecture and Engineering Design Technology
11/16/2024,512,Architecture and Engineering Design Technology
11/16/2024,511,Architecture and Engineering Design Technology
11/6/2024,509,Building Construction Technology
11/6/2024,508,Building Construction Technology
11/16/2024,464,Health Science- Pre-Professional
11/16/2024,461,Health Science- Pre-Professional
11/16/2024,462,Health Science- Pre-Professional
11/16/2024,449,Health Science- Pre-Professional
11/16/2024,450,Health Science- Pre-Professional
11/16/2024,S012,Health Science- Pre-Professional
11/6/2024,454,Health Science- Pre-Professional
11/6/2024,456,Health Science- Pre-Professional
11/6/2024,457,Health Science- Pre-Professional
11/6/2024,458,Health Science- Pre-Professional
11/6/2024,459,Health Science- Pre-Professional
11/6/2024,460,Health Science- Pre-Professional
11/16/2024,465,Health Science- Pre-Professional
11/16/2024,466,Health Science- Pre-Professional
11/16/2024,467,Health Science- Pre-Professional
11/16/2024,468,Health Science- Pre-Professional
11/16/2024,469,Health Science- Pre-Professional
11/16/2024,451,Health Science- Pre-Professional
11/16/2024,452,Health Science- Pre-Professional
11/16/2024,453,Health Science- Pre-Professional
11/16/2024,448,Health Science- Pre-Professional
11/16/2024,515,Veterinary Science
11/16/2024,S037,Veterinary Science
11/16/2024,S301,Veterinary Science
11/16/2024,S010,Veterinary Science
11/16/2024,S060,Veterinary Science
11/16/2024,S107,Veterinary Science
11/16/2024,S391,Veterinary Science
11/16/2024,480,Veterinary Science
11/16/2024,S073,Veterinary Science
11/16/2024,S069,Veterinary Science
11/16/2024,S081,Veterinary Science
11/16/2024,S071,Veterinary Science
11/16/2024,S130,Veterinary Science
11/16/2024,487,Veterinary Science
11/16/2024,S361,Veterinary Science
11/16/2024,S048,Veterinary Science
11/16/2024,S287,Veterinary Science
11/6/2024,A2D,Veterinary Science
11/16/2024,S318,Veterinary Science
11/16/2024,S201,Veterinary Science
11/16/2024,469,Veterinary Science
11/16/2024,S094,Veterinary Science
11/16/2024,S034,Veterinary Science
11/16/2024,S258,Veterinary Science
11/16/2024,S331,Veterinary Science
11/16/2024,S369,Veterinary Science
11/16/2024,S338,Veterinary Science
11/16/2024,468,Veterinary Science
11/6/2024,479,Precision Machine Metalworking Technology
11/6/2024,491,Precision Machine Metalworking Technology
11/16/2024,494,Precision Machine Metalworking Technology
11/16/2024,487,Precision Machine Metalworking Technology
11/16/2024,495,Precision Machine Metalworking Technology
11/16/2024,496,Precision Machine Metalworking Technology
11/16/2024,479,Precision Machine Metalworking Technology
11/16/2024,478,Diesel Service Technology
11/16/2024,479,Diesel Service Technology
11/16/2024,443,Diesel Service Technology
11/16/2024,473,Diesel Service Technology
11/16/2024,448,Diesel Service Technology
11/16/2024,483,Diesel Service Technology
11/16/2024,444,Diesel Service Technology
11/16/2024,490,Diesel Service Technology
11/16/2024,475,Diesel Service Technology
11/16/2024,486,Diesel Service Technology
11/16/2024,S181,Welding Technology
11/6/2024,502,Building Construction Technology
11/6/2024,491,Building Construction Technology
11/16/2024,S371,Automotive Collision Repair Technology
11/16/2024,S157,Automotive Collision Repair Technology
11/16/2024,S374,Automotive Collision Repair Technology
11/16/2024,478,Automotive Collision Repair Technology
11/16/2024,479,Automotive Collision Repair Technology
11/16/2024,S263,Automotive Collision Repair Technology
11/16/2024,S131,Automotive Collision Repair Technology
11/16/2024,S358,Automotive Collision Repair Technology
11/16/2024,513,Automotive Collision Repair Technology
11/16/2024,411,Automotive Collision Repair Technology
11/16/2024,475,Automotive Collision Repair Technology
11/16/2024,S139,Automotive Collision Repair Technology
11/6/2024,B40,Automotive Collision Repair Technology
11/16/2024,S061,Automotive Collision Repair Technology
11/16/2024,S029,Automotive Collision Repair Technology
11/16/2024,S044,Automotive Collision Repair Technology
11/16/2024,S056,Automotive Collision Repair Technology
11/16/2024,S165,Automotive Collision Repair Technology
11/6/2024,B25,Automotive Collision Repair Technology
11/16/2024,482,Automotive Collision Repair Technology
11/16/2024,S085,Automotive Collision Repair Technology
11/16/2024,471,Automotive Collision Repair Technology
11/16/2024,S119,Automotive Collision Repair Technology
11/16/2024,S176,Automotive Collision Repair Technology
11/16/2024,490,HVAC -R and Energy Systems
11/16/2024,498,HVAC -R and Energy Systems
11/16/2024,497,HVAC -R and Energy Systems
11/16/2024,S096,HVAC -R and Energy Systems
11/16/2024,S055,HVAC -R and Energy Systems
11/16/2024,S277,HVAC -R and Energy Systems
11/6/2024,A33,HVAC -R and Energy Systems
11/16/2024,S180,HVAC -R and Energy Systems
11/16/2024,500,HVAC -R and Energy Systems
11/16/2024,S007,HVAC -R and Energy Systems
11/16/2024,S321,HVAC -R and Energy Systems
11/16/2024,S049,HVAC -R and Energy Systems
11/16/2024,494,HVAC -R and Energy Systems
11/16/2024,S157,HVAC -R and Energy Systems
11/16/2024,S045,HVAC -R and Energy Systems
11/16/2024,S093,HVAC -R and Energy Systems
11/16/2024,S096,HVAC -R and Energy Systems
11/16/2024,470,HVAC -R and Energy Systems
11/16/2024,S325,HVAC -R and Energy Systems
11/16/2024,S386,HVAC -R and Energy Systems
11/16/2024,S119,HVAC -R and Energy Systems
11/16/2024,S394,HVAC -R and Energy Systems
11/16/2024,492,HVAC -R and Energy Systems
11/16/2024,S165,HVAC -R and Energy Systems
11/16/2024,S240,HVAC -R and Energy Systems
11/16/2024,S228,HVAC -R and Energy Systems
11/16/2024,475,HVAC -R and Energy Systems
11/16/2024,483,HVAC -R and Energy Systems
11/16/2024,493,HVAC -R and Energy Systems
11/16/2024,S188,HVAC -R and Energy Systems
11/16/2024,479,HVAC -R and Energy Systems
11/16/2024,478,HVAC -R and Energy Systems
